date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,month,day,year,quarter,profit,cluster,segment,pca1,pca2
10/20/2024,Google Ads,Search,Healthcare,Germany,91491,4053,0.0443,1.74,7052.22,140,50.37,19432.37,2.76,10,20,2024,4,12380.149999999998,0,Medium ROAS,-0.405591637,0.3921136478123107
12/4/2024,Google Ads,Video,E-commerce,UK,154741,6019,0.0389,1.04,6259.76,220,28.45,38586.7,6.16,12,4,2024,4,32326.939999999995,0,Medium ROAS,0.2804892082313268,-0.030873101
10/27/2024,TikTok Ads,Display,E-commerce,India,72963,5618,0.077,0.48,2696.64,412,6.55,16464.01,6.11,10,27,2024,4,13767.369999999999,2,High ROAS,0.97712647457019,2.0993346520621534
9/15/2024,Google Ads,Video,Fintech,USA,194281,5906,0.0304,2.5,14765,371,39.8,20958.57,1.42,9,15,2024,3,6193.57,0,Medium ROAS,-0.490316557,-0.433150203
9/28/2024,Meta Ads,Display,E-commerce,UAE,92844,3277,0.0353,1.81,5931.37,63,94.15,10318.61,1.74,9,28,2024,3,4387.240000000001,1,Low ROAS,-1.333369814,0.030475324958305808
5/11/2024,Google Ads,Video,SaaS,UAE,132441,2436,0.0184,2.09,5091.24,135,37.71,8958.33,1.76,5,11,2024,2,3867.09,0,Medium ROAS,-0.523102073,-1.137941311
10/8/2024,Meta Ads,Search,EdTech,Germany,110977,2829,0.0255,0.66,1867.14,48,38.9,10643.48,5.7,10,8,2024,4,8776.34,0,Medium ROAS,-0.06188247,-0.765656506
9/30/2024,Google Ads,Search,Healthcare,UAE,50076,2964,0.0592,3.4,10077.6,94,107.21,28058.66,2.78,9,30,2024,3,17981.059999999998,1,Low ROAS,-1.235762443,1.4457731625954324
10/30/2024,Google Ads,Search,SaaS,Australia,180590,4857,0.0269,1.51,7334.07,333,22.02,91782.77,12.51,10,30,2024,4,84448.70000000001,0,Medium ROAS,0.9612116460914126,-0.814997655
6/19/2024,Meta Ads,Search,Fintech,UAE,153530,3899,0.0254,2.31,9006.69,302,29.82,21392.38,2.38,6,19,2024,2,12385.69,0,Medium ROAS,-0.262673258,-0.766399704
1/5/2024,Google Ads,Video,SaaS,India,135223,3285,0.0243,3.02,9920.7,201,49.36,46154.22,4.65,1,5,2024,1,36233.520000000004,0,Medium ROAS,-0.361154966,-0.78841958
12/30/2024,Meta Ads,Display,EdTech,USA,108152,4250,0.0393,0.72,3060,160,19.12,12452.25,4.07,12,30,2024,4,9392.25,0,Medium ROAS,0.21927227325297047,-0.016776362
3/3/2024,Google Ads,Video,Healthcare,Germany,76442,2392,0.0313,1.64,3922.88,160,24.52,14390.19,3.67,3,3,2024,1,10467.310000000001,0,Medium ROAS,0.015713921447804414,-0.456938449
11/12/2024,Google Ads,Video,EdTech,Germany,57335,1869,0.0326,2.75,5139.75,133,38.64,11136.73,2.17,11,12,2024,4,5996.98,0,Medium ROAS,-0.371678049,-0.317893842
11/25/2024,TikTok Ads,Display,SaaS,UK,82661,4769,0.0577,1.33,6342.77,271,23.41,79985.87,12.61,11,25,2024,4,73643.09999999999,2,High ROAS,1.2162063161799712,0.9700703774675861
4/30/2024,Google Ads,Shopping,Fintech,India,72902,4942,0.0678,3.3,16308.6,323,50.49,33499.38,2.05,4,30,2024,2,17190.78,2,High ROAS,-0.278857953,1.759379728090739
2/1/2024,Meta Ads,Search,E-commerce,UK,63528,711,0.0112,1.49,1059.39,23,46.06,4567.68,4.31,2,1,2024,1,3508.29,0,Medium ROAS,-0.455450536,-1.553605727
12/18/2024,TikTok Ads,Shopping,Fintech,USA,169238,6583,0.0389,0.53,3488.99,507,6.88,146453.92,41.98,12,18,2024,4,142964.93000000002,2,High ROAS,4.4603325530964355,-0.489186571
12/6/2024,Meta Ads,Display,SaaS,Canada,14815,189,0.0128,0.55,103.95,3,34.65,142.69,1.37,12,6,2024,4,38.739999999999995,0,Medium ROAS,-0.561556664,-1.467984541
8/21/2024,TikTok Ads,Search,Healthcare,Germany,47278,2803,0.0593,1.69,4737.07,201,23.57,39448.18,8.33,8,21,2024,3,34711.11,2,High ROAS,0.7715949614991242,1.1092067871317117
2/17/2024,Google Ads,Video,Fintech,UAE,15046,400,0.0266,1.18,472,4,118,142.71,0.3,2,17,2024,1,-329.29,1,Low ROAS,-1.965999496,-0.376638446
8/4/2024,Meta Ads,Shopping,SaaS,Canada,58968,1715,0.0291,1.49,2555.35,127,20.12,13332.87,5.22,8,4,2024,3,10777.52,0,Medium ROAS,0.23611500414328104,-0.615731007
2/21/2024,Google Ads,Search,Healthcare,India,13083,707,0.0541,2.38,1682.66,41,41.04,10442.74,6.21,2,21,2024,1,8760.08,2,High ROAS,0.2049517005525497,0.8902880487025691
12/17/2024,TikTok Ads,Search,SaaS,Germany,109222,7306,0.0669,1.09,7963.54,124,64.22,12349.14,1.55,12,17,2024,4,4385.599999999999,2,High ROAS,-0.572283703,1.7591001950066865
4/4/2024,TikTok Ads,Search,SaaS,UK,45382,2246,0.0495,1.59,3571.14,46,77.63,2662.9,0.75,4,4,2024,2,-908.24,1,Low ROAS,-1.035744422,0.806620732573361
9/15/2024,Meta Ads,Display,Healthcare,UAE,196432,6501,0.0331,0.4,2600.4,462,5.63,52195.74,20.07,9,15,2024,3,49595.34,2,High ROAS,2.0976339940168844,-0.593124957
12/5/2024,TikTok Ads,Search,EdTech,India,71470,2065,0.0289,1.18,2436.7,37,65.86,10377.15,4.26,12,5,2024,4,7940.45,0,Medium ROAS,-0.641908171,-0.462406939
1/1/2024,TikTok Ads,Display,SaaS,USA,103026,9066,0.088,1.43,12964.38,278,46.63,46631,3.6,1,1,2024,1,33666.62,2,High ROAS,0.12721741302170103,2.8980097450879394
7/13/2024,Meta Ads,Display,Fintech,India,140793,2886,0.0205,1.52,4386.72,141,31.11,12104.44,2.76,7,13,2024,3,7717.72,0,Medium ROAS,-0.286648873,-1.049541451
7/24/2024,Meta Ads,Search,Fintech,Canada,8970,306,0.0342,0.6,183.6,22,8.35,4976.05,27.1,7,24,2024,3,4792.45,2,High ROAS,2.809864154874644,-0.595953765
12/18/2024,Meta Ads,Display,Fintech,Germany,177825,4285,0.0241,0.78,3342.3,163,20.5,29602.7,8.86,12,18,2024,4,26260.4,0,Medium ROAS,0.5738585075164031,-0.942809483
12/7/2024,Meta Ads,Display,SaaS,UAE,122512,4532,0.037,1.84,8338.88,61,136.7,5305.8,0.64,12,7,2024,4,-3033.08,1,Low ROAS,-2.155795282,0.2844207765885947
6/9/2024,Google Ads,Search,EdTech,Canada,107548,4258,0.0396,3.2,13625.6,145,93.97,17656.92,1.3,6,9,2024,2,4031.319999999998,1,Low ROAS,-1.339786567,0.2833100160666429
7/6/2024,TikTok Ads,Display,Healthcare,UK,89224,5255,0.0589,1.99,10457.45,336,31.12,94667.83,9.05,7,6,2024,3,84210.38,2,High ROAS,0.7170296423027667,1.103836441569286
10/27/2024,Meta Ads,Display,E-commerce,UK,100561,3781,0.0376,1.39,5255.59,124,42.38,34626.86,6.59,10,27,2024,4,29371.27,0,Medium ROAS,0.07924488606004736,-0.063619333
5/31/2024,Google Ads,Search,Fintech,UAE,50111,2320,0.0463,2.73,6333.6,153,41.4,30016.66,4.74,5,31,2024,2,23683.059999999998,0,Medium ROAS,-0.025531602,0.45617615138565953
3/22/2024,Google Ads,Display,SaaS,Germany,65985,1445,0.0219,0.82,1184.9,63,18.81,4237.85,3.58,3,22,2024,1,3052.9500000000003,0,Medium ROAS,0.02100583695097251,-1.018953359
7/25/2024,Meta Ads,Video,E-commerce,Germany,93257,1930,0.0207,1.32,2547.6,102,24.98,26767.95,10.51,7,25,2024,3,24220.350000000002,0,Medium ROAS,0.6441996559733695,-1.142078234
12/24/2024,TikTok Ads,Search,SaaS,India,102847,6458,0.0628,1.17,7555.86,314,24.06,81199.4,10.75,12,24,2024,4,73643.54,2,High ROAS,1.0514716814103466,1.287260393808707
2/18/2024,Meta Ads,Search,SaaS,UAE,161738,5046,0.0312,1.66,8376.36,258,32.47,29417.67,3.51,2,18,2024,1,21041.309999999998,0,Medium ROAS,-0.136731154,-0.434136529
5/7/2024,Meta Ads,Shopping,Healthcare,Australia,46516,772,0.0166,0.59,455.48,39,11.68,4874.74,10.7,5,7,2024,2,4419.26,0,Medium ROAS,0.8538487853606109,-1.426205994
11/2/2024,Google Ads,Video,SaaS,Canada,7802,340,0.0437,2.37,805.8,14,57.56,799.08,0.99,11,2,2024,4,-6.72,0,Medium ROAS,-0.720988547,0.4007515126373344
10/22/2024,Google Ads,Search,EdTech,USA,15960,750,0.047,1.72,1290,40,32.25,6919.55,5.36,10,22,2024,4,5629.55,0,Medium ROAS,0.2014287811452236,0.45907313986529263
1/16/2024,TikTok Ads,Shopping,SaaS,Australia,55701,4138,0.0743,0.34,1406.92,229,6.14,20016.59,14.23,1,16,2024,1,18609.67,2,High ROAS,1.825360833126941,1.8544117289126139
6/30/2024,Google Ads,Display,E-commerce,India,64757,3976,0.0614,1.43,5685.68,58,98.03,4380.33,0.77,6,30,2024,2,-1305.35,1,Low ROAS,-1.275343224,1.5636265097654252
4/4/2024,TikTok Ads,Search,SaaS,UK,199291,16660,0.0836,1.16,19325.6,1016,19.02,207611.26,10.74,4,4,2024,2,188285.66,2,High ROAS,1.3165944188014227,2.473392217758093
9/18/2024,TikTok Ads,Shopping,EdTech,UK,116800,8351,0.0715,0.7,5845.7,493,11.86,80828.76,13.83,9,18,2024,3,74983.06,2,High ROAS,1.6616115585193996,1.7160947516894371
10/30/2024,Meta Ads,Shopping,Healthcare,Canada,88470,2459,0.0278,0.99,2434.41,165,14.75,44145,18.13,10,30,2024,4,41710.59,2,High ROAS,1.6905954830347747,-0.847980314
3/7/2024,TikTok Ads,Display,Healthcare,Australia,186782,14270,0.0764,1.08,15411.6,931,16.55,224929.42,14.59,3,7,2024,1,209517.82,2,High ROAS,1.705799172019762,2.007177341035267
12/8/2024,Google Ads,Display,Healthcare,UAE,121832,6786,0.0557,1.18,8007.48,139,57.61,28929.72,3.61,12,8,2024,4,20922.24,2,High ROAS,-0.338441492,1.0667993893143322
9/11/2024,Google Ads,Video,E-commerce,USA,88514,1610,0.0182,0.86,1384.6,77,17.98,22165.04,16.01,9,11,2024,3,20780.440000000002,0,Medium ROAS,1.3266646359448284,-1.369510559
10/14/2024,Meta Ads,Display,Fintech,India,125424,3787,0.0302,0.48,1817.76,253,7.18,36320.54,19.98,10,14,2024,4,34502.78,2,High ROAS,2.036597575218257,-0.75465252
12/6/2024,TikTok Ads,Video,Healthcare,UAE,23883,1332,0.0558,1.56,2077.92,66,31.48,10903.46,5.25,12,6,2024,4,8825.539999999999,2,High ROAS,0.2792777809000267,0.9666396652094684
5/8/2024,Meta Ads,Shopping,E-commerce,Germany,49864,2074,0.0416,1.75,3629.5,73,49.72,14018.44,3.86,5,8,2024,2,10388.94,0,Medium ROAS,-0.300924036,0.22191532836243894
7/27/2024,Google Ads,Video,SaaS,UAE,190890,7616,0.0399,1.16,8834.56,141,62.66,25751.07,2.91,7,27,2024,3,16916.510000000002,0,Medium ROAS,-0.635863333,0.17753694236006368
11/2/2024,Google Ads,Display,EdTech,UK,146295,3394,0.0232,3.41,11573.54,195,59.35,49666.69,4.29,11,2,2024,4,38093.15,0,Medium ROAS,-0.578119274,-0.814411374
9/23/2024,Meta Ads,Search,SaaS,India,29343,346,0.0118,2.01,695.46,7,99.35,672.01,0.97,9,23,2024,3,-23.45,1,Low ROAS,-1.707751852,-1.302888801
9/25/2024,TikTok Ads,Display,EdTech,Australia,154712,10288,0.0665,1.08,11111.04,439,25.31,80440.02,7.24,9,25,2024,3,69328.98000000001,2,High ROAS,0.6886830687474425,1.5432571284627945
4/6/2024,TikTok Ads,Video,EdTech,Germany,60438,5554,0.0919,1.44,7997.76,286,27.96,35506.6,4.44,4,6,2024,2,27508.839999999997,2,High ROAS,0.5665421494315203,3.051455432425559
6/1/2024,Google Ads,Shopping,EdTech,Australia,18149,918,0.0506,1.62,1487.16,14,106.23,3557.93,2.39,6,1,2024,2,2070.7699999999995,1,Low ROAS,-1.335507203,0.9492409936632186
10/2/2024,TikTok Ads,Shopping,SaaS,Germany,39626,1172,0.0296,0.58,679.76,22,30.9,1100.59,1.62,10,2,2024,4,420.8299999999999,0,Medium ROAS,-0.325362222,-0.511647987
4/20/2024,TikTok Ads,Shopping,E-commerce,UAE,103730,4335,0.0418,1.48,6415.8,104,61.69,27379.91,4.27,4,20,2024,2,20964.11,0,Medium ROAS,-0.45808439,0.2695199501193422
6/29/2024,Google Ads,Display,Healthcare,USA,35346,1279,0.0362,2.54,3248.66,48,67.68,1649.56,0.51,6,29,2024,2,-1599.1,0,Medium ROAS,-1.0085935,0.006319404851191505
1/30/2024,Meta Ads,Video,Healthcare,Australia,57776,1490,0.0258,1.18,1758.2,107,16.43,22435.51,12.76,1,30,2024,1,20677.309999999998,0,Medium ROAS,1.0728677544006175,-0.900200217
9/25/2024,Meta Ads,Shopping,SaaS,UAE,178916,4723,0.0264,1.54,7273.42,147,49.48,29612.74,4.07,9,25,2024,3,22339.32,0,Medium ROAS,-0.406691866,-0.660310952
12/15/2024,Meta Ads,Search,Fintech,Canada,34778,705,0.0203,1.56,1099.8,35,31.42,2280.29,2.07,12,15,2024,4,1180.49,0,Medium ROAS,-0.367119129,-1.052637313
6/5/2024,TikTok Ads,Search,Fintech,Australia,179120,8794,0.0491,0.96,8442.24,646,13.07,31918.96,3.78,6,5,2024,2,23476.72,2,High ROAS,0.3760001316715266,0.532724258897792
6/19/2024,Meta Ads,Display,Fintech,UAE,91706,1650,0.018,1.68,2772,80,34.65,8391.32,3.03,6,19,2024,2,5619.32,0,Medium ROAS,-0.33954275,-1.185082453
9/16/2024,Meta Ads,Display,EdTech,Germany,7056,227,0.0322,0.82,186.14,6,31.02,1653.16,8.88,9,16,2024,3,1467.02,0,Medium ROAS,0.46840736699275404,-0.438978611
1/21/2024,Meta Ads,Display,E-commerce,Germany,161646,5253,0.0325,1,5253,228,23.04,43732.39,8.33,1,21,2024,1,38479.39,0,Medium ROAS,0.5474847022796232,-0.442674427
4/5/2024,Google Ads,Video,SaaS,Canada,177115,8005,0.0452,2.9,23214.5,460,50.47,108688.43,4.68,4,5,2024,2,85473.93,0,Medium ROAS,-0.194977108,0.42384752356236005
10/3/2024,TikTok Ads,Search,Healthcare,Australia,141087,10609,0.0752,0.44,4667.96,737,6.33,190244.62,40.76,10,3,2024,4,185576.66,2,High ROAS,4.655411023029146,1.6216447280803339
11/3/2024,TikTok Ads,Video,SaaS,Australia,184745,12451,0.0674,1.67,20793.17,404,51.47,23357.33,1.12,11,3,2024,4,2564.1600000000035,2,High ROAS,-0.397965751,1.7495624708921405
9/10/2024,Google Ads,Shopping,E-commerce,UAE,104969,5773,0.055,1.42,8197.66,142,57.73,24245.52,2.96,9,10,2024,3,16047.86,2,High ROAS,-0.415784941,1.033711491789962
6/3/2024,TikTok Ads,Shopping,Fintech,India,80885,3995,0.0494,0.44,1757.8,79,22.25,10692.34,6.08,6,3,2024,2,8934.54,2,High ROAS,0.468208308845833,0.5563484677920029
4/15/2024,Google Ads,Video,E-commerce,Canada,33807,807,0.0239,2.03,1638.21,25,65.53,5072.77,3.1,4,15,2024,2,3434.5600000000004,0,Medium ROAS,-0.803348327,-0.740236337
3/21/2024,Meta Ads,Search,SaaS,India,198074,5783,0.0292,0.61,3527.63,263,13.41,60037.86,17.02,3,21,2024,1,56510.23,2,High ROAS,1.607232960632574,-0.759589845
11/17/2024,Google Ads,Search,EdTech,UK,115282,4876,0.0423,3.76,18333.76,77,238.1,2427.15,0.13,11,17,2024,4,-15906.61,1,Low ROAS,-3.879977285,0.9391017630417368
2/27/2024,Google Ads,Display,Healthcare,USA,45880,2817,0.0614,1.14,3211.38,62,51.8,2770.83,0.86,2,27,2024,1,-440.55,2,High ROAS,-0.483422103,1.4064400705336506
5/21/2024,Meta Ads,Search,Healthcare,Germany,20993,583,0.0278,1.28,746.24,45,16.58,4493.83,6.02,5,21,2024,2,3747.59,0,Medium ROAS,0.36991505138224984,-0.711492184
3/11/2024,Google Ads,Video,SaaS,Canada,183448,8053,0.0439,2.08,16750.24,351,47.72,74979.38,4.48,3,11,2024,1,58229.14,0,Medium ROAS,-0.181045734,0.34151593089476406
1/21/2024,TikTok Ads,Shopping,EdTech,UAE,119944,9331,0.0778,0.61,5691.91,717,7.94,101587.49,17.85,1,21,2024,1,95895.58,2,High ROAS,2.210868516884739,2.023979951832791
1/27/2024,TikTok Ads,Search,Healthcare,Canada,69198,3529,0.051,0.55,1940.95,256,7.58,15199.33,7.83,1,27,2024,1,13258.38,2,High ROAS,0.9167539633140074,0.5804889625177909
12/8/2024,Meta Ads,Search,Healthcare,UK,46936,2234,0.0476,0.79,1764.86,55,32.09,5977.87,3.39,12,8,2024,4,4213.01,0,Medium ROAS,-0.000449891,0.5144333015874087
7/4/2024,TikTok Ads,Video,EdTech,India,21689,895,0.0413,0.95,850.25,22,38.65,4747.38,5.58,7,4,2024,3,3897.13,0,Medium ROAS,0.06698064985957125,0.14864910016727467
3/14/2024,TikTok Ads,Search,EdTech,India,24504,899,0.0367,1.42,1276.58,41,31.14,3721.4,2.92,3,14,2024,1,2444.82,0,Medium ROAS,-0.129225384,-0.114166823
4/16/2024,Meta Ads,Shopping,E-commerce,Canada,119053,4000,0.0336,1.01,4040,152,26.58,25959.16,6.43,4,16,2024,2,21919.16,0,Medium ROAS,0.2947955388123844,-0.346645026
1/21/2024,TikTok Ads,Search,Healthcare,Canada,160522,5425,0.0338,1.11,6021.75,398,15.13,79057.93,13.13,1,21,2024,1,73036.18,0,Medium ROAS,1.203848068505924,-0.445860819
8/4/2024,Google Ads,Shopping,EdTech,UK,158627,7725,0.0487,2.88,22248,299,74.41,66700.13,3,8,4,2024,3,44452.130000000005,1,Low ROAS,-0.748586514,0.7252583952647584
6/26/2024,Meta Ads,Video,SaaS,Germany,157955,2780,0.0176,0.62,1723.6,202,8.53,49191.36,28.54,6,26,2024,2,47467.76,2,High ROAS,2.8158076953808173,-1.570970538
3/16/2024,Meta Ads,Shopping,EdTech,USA,196112,2647,0.0135,1.51,3996.97,187,21.37,16387.67,4.1,3,16,2024,1,12390.699999999999,0,Medium ROAS,-0.039991095,-1.501747156
2/15/2024,Meta Ads,Display,EdTech,Germany,67167,1907,0.0284,1.43,2727.01,114,23.92,20596.75,7.55,2,15,2024,1,17869.739999999998,0,Medium ROAS,0.41386527900751363,-0.668448607
8/7/2024,Google Ads,Display,Healthcare,India,90550,3966,0.0438,2.76,10946.16,207,52.88,7960.57,0.73,8,7,2024,3,-2985.59,0,Medium ROAS,-0.668610574,0.39351863145550386
9/7/2024,Google Ads,Shopping,EdTech,USA,91150,4119,0.0452,3.83,15775.77,98,160.98,4547.95,0.29,9,7,2024,3,-11227.82,1,Low ROAS,-2.532637899,0.8445138715305042
4/20/2024,Google Ads,Display,Fintech,India,157832,4072,0.0258,2.38,9691.36,124,78.16,34560.39,3.57,4,20,2024,2,24869.03,0,Medium ROAS,-0.950502795,-0.592720459
9/27/2024,Google Ads,Video,Fintech,India,28958,1355,0.0468,2.87,3888.85,49,79.36,13909.3,3.58,9,27,2024,3,10020.449999999999,1,Low ROAS,-0.787108275,0.6258498880883662
11/9/2024,Meta Ads,Shopping,EdTech,UAE,8487,271,0.032,0.91,246.61,14,17.62,4179.96,16.95,11,9,2024,4,3933.35,2,High ROAS,1.5528850041297195,-0.582660697
1/4/2024,Meta Ads,Shopping,Healthcare,Canada,91284,2126,0.0233,0.92,1955.92,132,14.82,23916.94,12.23,1,4,2024,1,21961.019999999997,0,Medium ROAS,1.0219259565263963,-1.044535789
3/22/2024,Meta Ads,Video,Fintech,Germany,84737,1415,0.0167,0.61,863.15,67,12.88,10044.57,11.64,3,22,2024,1,9181.42,0,Medium ROAS,0.93452101090003,-1.426481551
11/26/2024,Meta Ads,Search,EdTech,Australia,31547,772,0.0245,1.99,1536.28,15,102.42,4188.5,2.73,11,26,2024,4,2652.2200000000003,1,Low ROAS,-1.461813221,-0.576894815
12/29/2024,Meta Ads,Video,SaaS,Canada,162038,2722,0.0168,0.77,2095.94,71,29.52,16951.26,8.09,12,29,2024,4,14855.319999999998,0,Medium ROAS,0.27572298994343697,-1.326270399
8/28/2024,Google Ads,Video,EdTech,UAE,145119,9998,0.0689,1.46,14597.08,233,62.65,60859.85,4.17,8,28,2024,3,46262.77,2,High ROAS,-0.249291768,1.8412819609065585
5/10/2024,TikTok Ads,Display,Healthcare,Canada,92601,4065,0.0439,0.52,2113.8,324,6.52,24076.73,11.39,5,10,2024,2,21962.93,2,High ROAS,1.252082491029846,0.12794302054730844
12/30/2024,Google Ads,Shopping,Healthcare,Canada,148041,8053,0.0544,3.47,27943.91,98,285.14,4146.07,0.15,12,30,2024,4,-23797.84,1,Low ROAS,-4.568657256,1.7976958934777068
9/25/2024,Google Ads,Display,E-commerce,UK,25195,738,0.0293,2.61,1926.18,12,160.52,432.4,0.22,9,25,2024,3,-1493.78,1,Low ROAS,-2.670590556,-0.075930438
1/21/2024,Google Ads,Display,EdTech,Australia,186465,8689,0.0466,2.42,21027.38,367,57.3,57833.06,2.75,1,21,2024,1,36805.67999999999,0,Medium ROAS,-0.503927831,0.5486688820858747
9/6/2024,Google Ads,Shopping,Fintech,Australia,136960,5382,0.0393,1.42,7642.44,230,33.23,39826.63,5.21,9,6,2024,3,32184.19,0,Medium ROAS,0.1019027693274358,0.01863695841834112
4/21/2024,Google Ads,Video,EdTech,USA,193405,7852,0.0406,0.96,7537.92,459,16.42,79715.61,10.58,4,21,2024,2,72177.69,2,High ROAS,0.969582966265207,-0.020757087
6/5/2024,Meta Ads,Video,Healthcare,USA,118591,4043,0.0341,1.15,4649.45,303,15.34,36581.13,7.87,6,5,2024,2,31931.679999999997,0,Medium ROAS,0.6427147450405023,-0.371201542
2/7/2024,Google Ads,Search,Fintech,Germany,163349,7906,0.0484,2.68,21188.08,360,58.86,44353.83,2.09,2,7,2024,1,23165.75,0,Medium ROAS,-0.584962486,0.6651525314987897
8/31/2024,Google Ads,Video,Healthcare,USA,166957,5476,0.0328,1.22,6680.72,137,48.76,35345.21,5.29,8,31,2024,3,28664.489999999998,0,Medium ROAS,-0.208917113,-0.305700399
6/28/2024,Meta Ads,Display,SaaS,UK,169818,4992,0.0294,1.9,9484.8,146,64.96,26864.23,2.83,6,28,2024,2,17379.43,0,Medium ROAS,-0.774623887,-0.421141696
11/4/2024,Google Ads,Display,EdTech,India,158441,3976,0.0251,2.72,10814.72,300,36.05,51868.85,4.8,11,4,2024,4,41054.13,0,Medium ROAS,-0.112981357,-0.788738704
12/25/2024,Google Ads,Display,E-commerce,UK,10380,503,0.0485,2,1006,15,67.07,1306.45,1.3,12,25,2024,4,300.45000000000005,1,Low ROAS,-0.807162902,0.7071797043403433
9/21/2024,Google Ads,Shopping,SaaS,Australia,27791,930,0.0335,1.49,1385.7,73,18.98,10712.26,7.73,9,21,2024,3,9326.56,0,Medium ROAS,0.5609879817281496,-0.392098547
3/28/2024,Meta Ads,Shopping,E-commerce,Australia,124870,2622,0.021,1.68,4404.96,140,31.46,13095.31,2.97,3,28,2024,1,8690.349999999999,0,Medium ROAS,-0.265858375,-1.021698766
8/30/2024,Meta Ads,Display,Healthcare,Australia,137053,5550,0.0405,1.52,8436,381,22.14,43644.89,5.17,8,30,2024,3,35208.89,0,Medium ROAS,0.2957518419416173,0.05099963090816815
4/21/2024,Meta Ads,Search,E-commerce,UAE,43062,1322,0.0307,0.7,925.4,23,40.23,2104.08,2.27,4,21,2024,2,1178.6799999999998,0,Medium ROAS,-0.404459436,-0.423491461
9/3/2024,Google Ads,Video,SaaS,USA,177472,9210,0.0519,2.03,18696.3,410,45.6,45066.38,2.41,9,3,2024,3,26370.079999999998,0,Medium ROAS,-0.296048186,0.8193389660699344
5/26/2024,Google Ads,Display,Healthcare,Australia,25967,656,0.0253,2.69,1764.64,24,73.53,1078.62,0.61,5,26,2024,2,-686.02,0,Medium ROAS,-1.191738458,-0.605435743
9/25/2024,TikTok Ads,Shopping,SaaS,Canada,139162,7152,0.0514,1.39,9941.28,137,72.56,29124.09,2.93,9,25,2024,3,19182.809999999998,1,Low ROAS,-0.701252643,0.8759259849292492
12/22/2024,Google Ads,Display,Fintech,UK,45364,1628,0.0359,1.23,2002.44,113,17.72,10930.4,5.46,12,22,2024,4,8927.96,0,Medium ROAS,0.36142892891592393,-0.233116891
1/15/2024,Google Ads,Display,E-commerce,UK,62320,3857,0.0619,1.01,3895.57,158,24.66,17905.2,4.6,1,15,2024,1,14009.630000000001,2,High ROAS,0.37851734900801964,1.3034069626173528
11/15/2024,Meta Ads,Shopping,SaaS,Canada,141436,3026,0.0214,1.84,5567.84,108,51.55,24540.41,4.41,11,15,2024,4,18972.57,0,Medium ROAS,-0.448996871,-0.94617048
10/18/2024,Meta Ads,Video,EdTech,Germany,152318,4554,0.0299,1.08,4918.32,296,16.62,64805.54,13.18,10,18,2024,4,59887.22,0,Medium ROAS,1.1500399872055354,-0.666936728
9/1/2024,Google Ads,Search,SaaS,USA,27778,1902,0.0685,1.55,2948.1,125,23.58,15444.21,5.24,9,1,2024,3,12496.109999999999,2,High ROAS,0.5223538177037059,1.6746096934159986
8/19/2024,TikTok Ads,Video,E-commerce,UK,82400,3708,0.045,0.8,2966.4,139,21.34,31548.51,10.64,8,19,2024,3,28582.109999999997,2,High ROAS,0.930980045081576,0.24971515157370622
11/29/2024,Google Ads,Search,Healthcare,UK,195606,10817,0.0553,3.53,38184.01,122,312.98,7355.91,0.19,11,29,2024,4,-30828.1,1,Low ROAS,-5.027697778,1.9433962549361905
11/20/2024,TikTok Ads,Shopping,Fintech,Canada,18181,1179,0.0649,0.64,754.56,24,31.44,4581.7,6.07,11,20,2024,4,3827.14,2,High ROAS,0.4464270725943887,1.4840178727462303
4/26/2024,Google Ads,Video,SaaS,USA,86560,5323,0.0615,0.91,4843.93,94,51.53,8283.62,1.71,4,26,2024,2,3439.6900000000005,2,High ROAS,-0.387458495,1.4021655709947398
3/11/2024,Google Ads,Video,Fintech,USA,89845,2605,0.029,1.74,4532.7,155,29.24,14107.55,3.11,3,11,2024,1,9574.849999999999,0,Medium ROAS,-0.143804124,-0.567993371
6/8/2024,Meta Ads,Shopping,Fintech,Germany,194121,6270,0.0323,0.69,4326.3,133,32.53,11409.44,2.64,6,8,2024,2,7083.14,0,Medium ROAS,-0.220834606,-0.360949422
10/23/2024,Meta Ads,Video,SaaS,Canada,81313,1089,0.0134,1.43,1557.27,77,20.22,3549.91,2.28,10,23,2024,4,1992.6399999999999,0,Medium ROAS,-0.21522923,-1.491833792
8/15/2024,Google Ads,Display,Healthcare,USA,95153,5404,0.0568,1.7,9186.8,74,124.15,20688.95,2.25,8,15,2024,3,11502.150000000001,1,Low ROAS,-1.599750516,1.3699047142939718
2/17/2024,Meta Ads,Display,Fintech,Germany,104926,3273,0.0312,1.48,4844.04,65,74.52,12449.27,2.57,2,17,2024,1,7605.2300000000005,0,Medium ROAS,-0.948440196,-0.281928882
12/6/2024,Meta Ads,Shopping,SaaS,Germany,16093,466,0.029,0.83,386.78,28,13.81,5468.73,14.14,12,6,2024,4,5081.95,0,Medium ROAS,1.2920052222216143,-0.73881706
11/27/2024,Google Ads,Shopping,EdTech,Canada,155338,10718,0.069,1.86,19935.48,411,48.5,112821.78,5.66,11,27,2024,4,92886.3,2,High ROAS,0.14971867007695086,1.783218444094223
11/13/2024,Google Ads,Video,EdTech,Canada,179877,4317,0.024,2.54,10965.18,215,51,13004.03,1.19,11,13,2024,4,2038.8500000000004,0,Medium ROAS,-0.760006396,-0.762999737
